"date","Strike","Close"
2015-09-17,"500",0.5
2015-09-17,"510",0.25
2015-09-17,"520",0.25
2015-09-17,"530",0.25
2015-09-17,"550",0.125
2015-09-17,"560",0.125
2015-09-17,"600",0.125
2015-09-15,"340",52.625
2015-09-15,"350",43.875
2015-09-15,"360",35.875
2015-09-15,"370",28.625
2015-09-15,"375",25.5
2015-09-15,"380",22.5
2015-09-15,"385",19.875
2015-09-15,"390",17.375
2015-09-15,"395",15.125
2015-09-15,"400",13
2015-09-15,"405",11.375
2015-09-15,"410",9.75
2015-09-15,"415",8.375
2015-09-15,"420",7.25
2015-09-15,"425",6.125
2015-09-15,"430",5.375
2015-09-15,"435",4.5
2015-09-15,"440",3.75
2015-09-15,"445",3.25
2015-09-15,"450",2.75
2015-09-15,"455",2.375
2015-09-15,"460",2
2015-09-15,"465",1.75
2015-09-15,"470",1.5
2015-09-15,"480",1.125
2015-09-15,"490",0.875
2015-09-15,"500",0.625
2015-09-15,"510",0.5
2015-09-15,"520",0.375
2015-09-15,"550",0.125
2015-09-15,"560",0.125
2015-09-15,"590",0.125
2015-09-10,"320",56.125
2015-09-10,"340",39.25
2015-09-10,"350",32
2015-09-10,"360",25.625
2015-09-10,"365",22.875
2015-09-10,"370",20.25
2015-09-10,"375",17.875
2015-09-10,"380",15.75
2015-09-10,"385",13.75
2015-09-10,"390",12
2015-09-10,"395",10.5
2015-09-10,"400",9.25
2015-09-10,"405",8
2015-09-10,"410",7
2015-09-10,"415",6
2015-09-10,"420",5.25
2015-09-10,"425",4.625
2015-09-10,"430",4
2015-09-10,"435",3.5
2015-09-10,"440",3
2015-09-10,"450",2.25
2015-09-10,"455",2
2015-09-10,"460",1.75
2015-09-10,"470",1.375
2015-09-10,"475",1.25
2015-09-10,"480",1.125
2015-09-10,"490",0.875
2015-09-10,"500",0.75
2015-09-10,"510",0.625
2015-09-10,"520",0.5
2015-09-10,"540",0.25
2015-09-09,"350",28.375
2015-09-09,"360",22.5
2015-09-09,"365",20
2015-09-09,"370",17.625
2015-09-09,"375",15.5
2015-09-09,"380",13.625
2015-09-09,"385",12
2015-09-09,"390",10.5
2015-09-09,"395",9.125
2015-09-09,"400",7.875
2015-09-09,"405",6.875
2015-09-09,"410",6
2015-09-09,"415",5.25
2015-09-09,"420",4.5
2015-09-09,"425",4
2015-09-09,"430",3.5
2015-09-09,"440",2.625
